-2.145959001086611639e+00,-1.724015942645984456e+00,-1.539447201611234828e+00,1.926489057538286476e-01,4.750638816438088607e-01,2.374861933738657616e+00,-6.318282718718910562e-01,2.024451651756663306e+00,-9.775910972303117341e-02,-3.736612210250227495e-01,1.403879056996945041e-01,-5.450089221662163252e-01,-1.314034465191780687e-01,2.598332572484500780e-01,-1.332680753514911887e+00,7.754523901073295811e-01,6.960953085817354058e-01,2.022479894936141331e+00,6.232247411976502560e-01,1.501046021357779647e+00,4.148100225639188565e-01,6.817529916516504862e-01,8.601280765833021480e-01,1.327044117978772642e+00,-1.396908771204649069e-01,3.054424635946095812e-02,8.942950838457335294e-01,-2.797342501501343115e-02,1.308851523780635073e+00,2.203786177090706122e+00,4.135723500252944662e-01,2.319500057314440866e+00
-2.258446978406384531e+00,-1.744830001930553376e+00,-2.024080873604957365e+00,-5.367582926758143191e-01,-3.801966155050724994e-01,1.531347473464458320e+00,-4.691781428064482617e-01,1.689863469131422269e+00,-3.083784456183321643e-01,-1.017375895671792430e+00,-2.185399511412001450e-01,-7.895521282751449821e-01,-7.165917710691245279e-01,3.197839640152981833e-01,-1.898956034952756111e+00,2.229650372845759509e-01,1.817192536605557462e-01,1.588722235307168607e+00,2.284464239845701572e-02,6.391104925665873626e-01,4.128675497744511702e-01,7.025722101069704628e-01,1.132033658340911852e-01,9.380053952833604658e-01,-4.682003966514236559e-02,-2.367312286841806168e-01,1.286868149929248917e-02,-6.927075116896482809e-01,4.351730952767440819e-01,1.130332465385390117e+00,-6.763461219150834758e-02,1.722854220710982931e+00
-2.066054218740061010e+00,-1.544432098885520244e+00,-1.975698330864305241e+00,-6.471944439431671636e-01,-5.430512368192139672e-01,1.280776790481786387e+00,-2.646722226434299330e-01,1.613202266830196185e+00,-2.447465590756437992e-01,-1.074138275972794432e+00,-2.121281649272881709e-01,-7.148861560034873719e-01,-7.669396731479362073e-01,4.497248549450630906e-01,-1.885710465827393323e+00,1.391080859047124640e-01,1.134394349003791103e-01,1.481550704405314223e+00,-6.847369380117318549e-02,4.248673046300268652e-01,5.162561314284953573e-01,8.001509328401399390e-01,-3.473090763536546000e-02,8.780708736107134538e-01,1.124893390876550159e-01,-1.967529850826077731e-01,-1.782174793765050891e-01,-7.725772303524152118e-01,2.265464660630202021e-01,8.170244279539000676e-01,-1.120944504939304087e-01,1.551132514860618761e+00
-1.931911618664233332e+00,-1.404708047882628819e+00,-1.941964420644569644e+00,-7.241941839493043487e-01,-6.565988691486815965e-01,1.106070616630093761e+00,-1.220839261340116999e-01,1.559751539165283862e+00,-2.003803016168377304e-01,-1.113714886305091412e+00,-2.076576553542865411e-01,-6.628265687556051944e-01,-8.020438969499568138e-01,5.403239450341030814e-01,-1.876475216616134700e+00,8.064024380900930433e-02,6.583248525694279651e-02,1.406827165774155564e+00,-1.321438603586997385e-01,2.754898627336255235e-01,5.883420726316825888e-01,8.681860481023115916e-01,-1.378755795967140929e-01,8.362825413189280965e-01,2.235651109588445706e-01,-1.688788303977808991e-01,-3.114490755282710577e-01,-8.282650418237520462e-01,8.108507481149046514e-02,5.985756940274975513e-01,-1.430933213411564875e-01,1.431402457699551878e+00
-1.824901950460140032e+00,-1.293245885008945661e+00,-1.915053845347832961e+00,-7.856192392650689360e-01,-7.471792996313781909e-01,9.667021409444558344e-01,-8.336866731297576383e-03,1.517112253588171589e+00,-1.649879766772548162e-01,-1.145286362763038746e+00,-2.040913926917192200e-01,-6.212970385758648240e-01,-8.300476134389246363e-01,6.125976192027904332e-01,-1.869107974939588690e+00,3.399865210187225095e-02,2.785496072205717599e-02,1.347217906139736687e+00,-1.829355059207275203e-01,1.563268937329185260e-01,6.458472398639589773e-01,9.224597471831166295e-01,-2.201572493821865595e-01,8.029467063879027755e-01,3.121736625057099923e-01,-1.466427618960015056e-01,-4.177320079482709780e-01,-8.726889177974643808e-01,-3.495394042701693849e-02,4.243124359435291870e-01,-1.678220718066169570e-01,1.335890117222921392e+00
-1.733688678803894767e+00,-1.198237380523170748e+00,-1.892115715960443811e+00,-8.379769406863166736e-01,-8.243885607291694395e-01,8.479067568789193654e-01,8.861924577258112334e-02,1.480767231649073645e+00,-1.348201441492329344e-01,-1.172197367227187703e+00,-2.010515693701677986e-01,-5.858979537864776876e-01,-8.539175183022962301e-01,6.742025039405907805e-01,-1.862828259959832256e+00,-5.757869399985959813e-03,-4.516453191921454557e-03,1.296407958931116822e+00,-2.262294647028530448e-01,5.475434944564988582e-02,6.948636935024423700e-01,9.687217508051164661e-01,-2.902927840906725510e-01,7.745317919368823745e-01,3.877021266057554261e-01,-1.276891048025942665e-01,-5.083258220395189264e-01,-9.105550950804862653e-01,-1.338636781853505542e-01,2.757733163847290170e-01,-1.889004497866662580e-01,1.254476977600782250e+00
-1.652723000933493891e+00,-1.113902855190780805e+00,-1.871754630767401784e+00,-8.844523790773823890e-01,-8.929235452675450269e-01,7.424577512233676568e-01,1.746825700017579086e-01,1.448505486345124993e+00,-1.080415957410882366e-01,-1.196084984446145860e+00,-1.983532629574429329e-01,-5.544758718468448810e-01,-8.751056962162342412e-01,7.288862266308775428e-01,-1.857254055998756703e+00,-4.104784041756132096e-02,-3.325101586659734432e-02,1.251306388253890622e+00,-2.646594503490043437e-01,-3.540676145313831347e-02,7.383732653397458989e-01,1.009786328523744059e+00,-3.525487585488236153e-01,7.493092254355220305e-01,4.547451476851525065e-01,-1.108648459329609759e-01,-5.887416369267022276e-01,-9.441670975491065487e-01,-2.216611425254945977e-01,1.439222130642030528e-01,-2.076107222127554219e-01,1.182210410275951640e+00
-1.578824439609288754e+00,-1.036929497393430655e+00,-1.853170769774181048e+00,-9.268711931273179161e-01,-9.554764305267707813e-01,6.462128976511354317e-01,2.532338279001348225e-01,1.419059718379272805e+00,-8.360042197755795934e-02,-1.217887562926003531e+00,-1.958904791315430327e-01,-5.257964769448842945e-01,-8.944444568627837322e-01,7.787968621119065737e-01,-1.852166398313601414e+00,-7.325751439257655040e-02,-5.947747253058865979e-02,1.210141523410247943e+00,-2.997350617149240337e-01,-1.176981293272822415e-01,7.780850895000466227e-01,1.047266570703028865e+00,-4.093706992439648529e-01,7.262882191723727399e-01,5.159362960199582737e-01,-9.550909818263658702e-02,-6.621383302439445284e-01,-9.748452650268437658e-01,-3.017951755293947214e-01,2.357977784131404242e-02,-2.246878621890935346e-01,1.116251654694456974e+00
-1.509972588330422916e+00,-9.652128348694183346e-01,-1.835856045233349887e+00,-9.663931245973877981e-01,-1.013757429178925085e+00,5.565408360335978299e-01,3.264206319416819158e-01,1.391624872552135850e+00,-6.082839460797651032e-02,-1.238201191014176805e+00,-1.935958847216608658e-01,-4.990756667264739654e-01,-9.124625271485129474e-01,8.252989805536614654e-01,-1.847426188977735029e+00,-1.032675124565320401e-01,-8.391286154822685805e-02,1.171787905946781505e+00,-3.324152754295929824e-01,-1.943696222613281177e-01,8.150848979144746931e-01,1.082187197223787756e+00,-4.623121332856168220e-01,7.048393726573998208e-01,5.729485540292498236e-01,-8.120203128666975134e-02,-7.305225872860909853e-01,-1.003428346846508612e+00,-3.764566631672203179e-01,-8.854418376264300283e-02,-2.405987633061099085e-01,1.054797380775478910e+00
-1.444783874727189055e+00,-8.973117270993111738e-01,-1.819462519158944858e+00,-1.003812363496485727e+00,-1.068937693167149483e+00,4.716396135621611085e-01,3.957136650204439166e-01,1.365649647860928129e+00,-3.926791158845416296e-02,-1.257434069420294787e+00,-1.914233700391499982e-01,-4.737764886765002403e-01,-9.295219787351093332e-01,8.693270382563562659e-01,-1.842938173868836627e+00,-1.316808830876468606e-01,-1.070482100808723414e-01,1.135474823029846370e+00,-3.633567977382598513e-01,-2.669619476901159416e-01,8.501161987335867920e-01,1.115249935244980728e+00,-5.124369144989452396e-01,6.845316730587185372e-01,6.269275784158059306e-01,-6.765614589564356018e-02,-7.952685841545703571e-01,-1.030490717720069949e+00,-4.471459219803322060e-01,-1.947027936663392467e-01,-2.556631538318725472e-01,9.966126698666430972e-01
-1.382252555580589348e+00,-8.321785835581938517e-01,-1.803737269276949107e+00,-1.039706220584444507e+00,-1.121868553546484959e+00,3.901993588792634915e-01,4.621819925357913972e-01,1.340733293858968445e+00,-1.858633390225633564e-02,-1.275882926457735156e+00,-1.893394171360508194e-01,-4.495086225176708750e-01,-9.458860079153769140e-01,9.115603080270837655e-01,-1.838633111081167559e+00,-1.589359928874622407e-01,-1.292404544541513878e-01,1.100642029873407202e+00,-3.930370000220628213e-01,-3.365950730898499277e-01,8.837194611782646092e-01,1.146964882645953088e+00,-5.605183770398568521e-01,6.650518095279334130e-01,6.787061672936565149e-01,-5.466245364908423054e-02,-8.573752337548283808e-01,-1.056449900781389895e+00,-5.149535585902986767e-01,-2.965338860307397684e-01,-2.701134498976740517e-01,9.407998377644837262e-01
-1.321609459914859119e+00,-7.690122293427400502e-01,-1.788486866023410338e+00,-1.074516210824599138e+00,-1.173201090161107185e+00,3.112183102914704014e-01,5.266432129172823329e-01,1.316569325146912606e+00,1.470733680181302017e-03,-1.293774693615596494e+00,-1.873183922002224500e-01,-4.259735596218634512e-01,-9.617559016038380593e-01,9.525182832295324697e-01,-1.834458045881159460e+00,-1.853680952887444833e-01,-1.507625719615541815e-01,1.066861063207115601e+00,-4.218209657377894328e-01,-4.041255257134371282e-01,9.163080245881580765e-01,1.177722151411733753e+00,-6.071479503866281657e-01,6.461601686066336114e-01,7.289212269087352869e-01,-4.206112470363521094e-02,-9.176064833844186364e-01,-1.081625208823446815e+00,-5.807136456942483260e-01,-3.952900415105649046e-01,-2.841273984066137182e-01,8.866723547249601989e-01
-1.262238895104369929e+00,-7.071713538791513098e-01,-1.773556476259980252e+00,-1.108595750447664452e+00,-1.223456468098343297e+00,2.338945949945309133e-01,5.897517831577895331e-01,1.292912411614570045e+00,2.110692503451561119e-02,-1.311291021071489649e+00,-1.853397763228667727e-01,-4.029323549861955622e-01,-9.772927824543780062e-01,9.926167988901959394e-01,-1.830370589983270957e+00,-2.112455481375051236e-01,-1.718330707265817991e-01,1.033788954192809140e+00,-4.500009305510660473e-01,-4.702389236222455082e-01,9.482127516600178385e-01,1.207834011609602021e+00,-6.527990517375505952e-01,6.276649486746415096e-01,7.780825769125803149e-01,-2.972422124181450798e-02,-9.765738443097470300e-01,-1.106272239805732749e+00,-6.450938273206745510e-01,-4.919739041165930860e-01,-2.978472791130177266e-01,8.336806793405078242e-01
-1.203626565342060584e+00,-6.461202623655095678e-01,-1.758816765915513836e+00,-1.142240052483711299e+00,-1.273070023121595451e+00,1.575583985325691438e-01,6.520543794287108064e-01,1.269557625930079814e+00,4.049233810258723310e-02,-1.328583643507313505e+00,-1.833864298009549032e-01,-3.801854148393835620e-01,-9.926312382497097797e-01,1.032203207245649290e+00,-1.826335335918555902e+00,-2.367925141234545894e-01,-1.926344733376943452e-01,1.001139216639038931e+00,-4.778210025951548090e-01,-5.355079722207731763e-01,9.797100161728518053e-01,1.237561306360926094e+00,-6.978671324427583311e-01,6.094059354221881275e-01,8.266160760831422483e-01,-1.754487519284009256e-02,-1.034788119595837497e+00,-1.130604497923990870e+00,-7.086517949379678161e-01,-5.874229950229539199e-01,-3.113919400882022570e-01,7.813657727499265793e-01
-1.145324992943062448e+00,-5.853928583132430585e-01,-1.744155204205322995e+00,-1.175705975420453298e+00,-1.322420531485449580e+00,8.162692979997654419e-02,7.140266528712597704e-01,1.246326665243665088e+00,5.977497143342330732e-02,-1.345784581995840057e+00,-1.814434397487012796e-01,-3.575590769476276187e-01,-1.007888370915598353e+00,1.071579731982188255e+00,-1.822321476412265051e+00,-2.622040323661971595e-01,-2.133255887608581369e-01,9.686625850920791425e-01,-5.054935750897355806e-01,-6.004309701243265573e-01,1.011040284988513838e+00,1.267130989637450300e+00,-7.426962661894291884e-01,5.912437298352551940e-01,8.748922549544482230e-01,-5.430102954194993004e-03,-1.092693747968072726e+00,-1.154807748572201032e+00,-7.718727838595791368e-01,-6.823660233322328406e-01,-3.248647884746591608e-01,7.293282351446750411e-01
-1.086929216362440886e+00,-5.245673303997248071e-01,-1.729469952217744799e+00,-1.209225972883023470e+00,-1.371850780824749094e+00,5.572770347784583578e-03,7.760990616457170699e-01,1.223058167771367444e+00,7.908876180887630669e-02,-1.363013313908571167e+00,-1.794973101964266182e-01,-3.348961792246953340e-01,-1.023170156187541258e+00,1.111019881645729068e+00,-1.818301131277295202e+00,-2.876566107584582754e-01,-2.340501370661056957e-01,9.361334775248193463e-01,-5.332108611647224938e-01,-6.654588711657261069e-01,1.042421177521725584e+00,1.296748451862282492e+00,-7.875978352355905709e-01,5.730521776004808832e-01,9.232464388903749430e-01,6.704244437526263312e-03,-1.150692940752170657e+00,-1.179050107040768847e+00,-8.351959257982997098e-01,-7.774624614024268077e-01,-3.383594064053007666e-01,6.772066148390418761e-01
-1.028058644275304578e+00,-4.632472515267741509e-01,-1.714665299614848371e+00,-1.243018509647329850e+00,-1.421682930124053890e+00,-7.109975870704160483e-02,8.386761593290377181e-01,1.199600482335656748e+00,9.855958581622870085e-02,-1.380382126576694457e+00,-1.775353573497182869e-01,-3.120490174567665531e-01,-1.038576192276983612e+00,1.150780705284907057e+00,-1.814248098131026055e+00,-3.133161351073876499e-01,-2.549431893794521509e-01,9.033398872328100015e-01,-5.611535067374637809e-01,-7.310154911834020330e-01,1.074057217047367896e+00,1.326606723248361375e+00,-8.328644831361986522e-01,5.547127162571483527e-01,9.719937736772419345e-01,1.893725193710871224e-02,-1.209163704559515384e+00,-1.203489571593752139e+00,-8.990339259170363473e-01,-8.733320951406153831e-01,-3.519637443247973230e-01,6.246612119833259147e-01
-9.683425632112467873e-01,-4.010464834518249755e-01,-1.699648020121602654e+00,-1.277296380461811376e+00,-1.472230777064439389e+00,-1.488734714144264171e-01,9.021519997282030356e-01,1.175805893708580241e+00,1.183100530460369226e-01,-1.398000393029768418e+00,-1.755452266089386482e-01,-2.888737209402341688e-01,-1.054203492426729394e+00,1.191112580505968355e+00,-1.810136854646595905e+00,-3.393441858254584997e-01,-2.761363111954370231e-01,8.700753099265019497e-01,-5.894974692472262356e-01,-7.975136463137235676e-01,1.106147618650103359e+00,1.356893824108951430e+00,-8.787812581851970339e-01,5.361098605106708881e-01,1.021441225818196630e+00,3.134595193107242439e-02,-1.268474235230571789e+00,-1.228280039813560931e+00,-9.637887780427351059e-01,-9.705786245512263433e-01,-3.657634700149271501e-01,5.713611432863355821e-01
-9.074076676975757483e-01,-3.375761880811134485e-01,-1.684324235631476707e+00,-1.312273867920691117e+00,-1.523810313378106240e+00,-2.282345576258785758e-01,9.669233918464585908e-01,1.151525653847790265e+00,1.384636303664167345e-01,-1.415978251025815648e+00,-1.735144769919658436e-01,-2.652254130377382779e-01,-1.070149748189294758e+00,1.232267635537618089e+00,-1.805941700046844067e+00,-3.659034730839249017e-01,-2.977619879052037510e-01,8.361317974530033670e-01,-6.184199364152085376e-01,-8.653690390741988203e-01,1.138892990312333042e+00,1.387799089382008022e+00,-9.256352017139777288e-01,5.171273176014749007e-01,1.071897908104400221e+00,4.400791541091925163e-02,-1.328995303005002349e+00,-1.253576485323583345e+00,-1.029865286714661377e+00,-1.069809970666290244e+00,-3.798448502405210037e-01,5.169732119443803953e-01
-8.448664517309363298e-01,-2.724327359297021856e-01,-1.668596496917159833e+00,-1.348173405922613810e+00,-1.576749551114690728e+00,-3.096877018424626926e-01,1.033402239291414837e+00,1.126605356339201336e+00,1.591484813219985472e-01,-1.434430027960365450e+00,-1.714301942620353458e-01,-2.409537060083274673e-01,-1.086516367301361807e+00,1.274507589559954912e+00,-1.801635955897703090e+00,-3.931628965448070168e-01,-3.199577446407972370e-01,8.012934913169877937e-01,-6.481048361790064938e-01,-9.350131852955035905e-01,1.172501571138994780e+00,1.419519056301699722e+00,-9.737242740988606426e-01,4.976443709963778161e-01,1.123684691969707217e+00,5.700366416668983804e-02,-1.391111782212931303e+00,-1.279539776939890405e+00,-1.097683655226433519e+00,-1.171657179818395456e+00,-3.942974333519443930e-01,4.611515463558533146e-01
-7.803055359668935598e-01,-2.051855476247992360e-01,-1.652360848175768337e+00,-1.385232280028075857e+00,-1.631398403320368340e+00,-3.937712857831455193e-01,1.102027948012425984e+00,1.100880285225696031e+00,1.805013267934941767e-01,-1.453477684740877018e+00,-1.692786019132829500e-01,-2.158981708903153773e-01,-1.103411528380416673e+00,1.318111636449093904e+00,-1.797191162475993753e+00,-4.213026331110601985e-01,-3.428702889330317860e-01,7.653301203935793939e-01,-6.787483771382498698e-01,-1.006906412636185966e+00,1.207195504126427066e+00,1.452263384672814128e+00,-1.023366330196194163e+00,4.775322440547148384e-01,1.177143873073608349e+00,7.041909633800413904e-02,-1.455234244811694388e+00,-1.306341524508914276e+00,-1.167692143374134961e+00,-1.276793432595753064e+00,-4.092167467424475125e-01,4.035271814603604845e-01
-7.132730873025729945e-01,-1.353639900381130579e-01,-1.635503663330886814e+00,-1.423709848796012034e+00,-1.688139332978639606e+00,-4.810737730126571354e-01,1.173280798788373325e+00,1.074170402188961537e+00,2.026716058387366681e-01,-1.473254527435948535e+00,-1.670446419088832402e-01,-1.898834551497024514e-01,-1.120953473136069078e+00,1.363384941513963167e+00,-1.792576212651658008e+00,-4.505196202693407259e-01,-3.666599754773108844e-01,7.279899930628277449e-01,-7.105650197916915101e-01,-1.081551869783041742e+00,1.243217596663700242e+00,1.486261237469798102e+00,-1.074908792652855549e+00,4.566501809551981594e-01,1.232649588421278919e+00,8.434810056123953625e-02,-1.521811455365689625e+00,-1.334169301528076446e+00,-1.240380709394154124e+00,-1.385954530818315877e+00,-4.247072040434389795e-01,3.436968299859700648e-01
-6.432644512504390732e-01,-6.244241084655316465e-02,-1.617898032890938476e+00,-1.463895791003419378e+00,-1.747399514769074846e+00,-5.722524212148695222e-01,1.247697219448020256e+00,1.046274621596522847e+00,2.258262276342963837e-01,-1.493909446211674430e+00,-1.647114958576889610e-01,-1.627137067282384553e-01,-1.139274266282013226e+00,1.410668345303010884e+00,-1.787756362726904191e+00,-4.810338184116004223e-01,-3.915059051764190334e-01,6.889919937874355860e-01,-7.437942960647390134e-01,-1.159511525837213952e+00,1.280839041449448157e+00,1.521768567881329748e+00,-1.128739699433974231e+00,4.348409708684136676e-01,1.290619713368493349e+00,9.889554148968304759e-02,-1.591344641097599766e+00,-1.363232609706334753e+00,-1.316296589912414827e+00,-1.499962294950350827e+00,-4.408854253239553600e-01,2.812100585088098681e-01
-5.697049681278028022e-01,1.417776026809358658e-02,-1.599399442599215515e+00,-1.506119969394378533e+00,-1.809665380640418153e+00,-6.680556622404599798e-01,1.325888050583251987e+00,1.016963963406379179e+00,2.501552548404989418e-01,-1.515611985137743423e+00,-1.622600123371749081e-01,-1.341659051546348347e-01,-1.158524292424627733e+00,1.460349969444511675e+00,-1.782692049390910194e+00,-5.130957006281718913e-01,-4.176120236416714371e-01,6.480160109475678887e-01,-7.787089655258671028e-01,-1.241425305724211503e+00,1.320368650778011688e+00,1.559076834681327073e+00,-1.185300916765692492e+00,4.119255948267752654e-01,1.351530090546763763e+00,1.141808305025486803e-01,-1.664404558998309414e+00,-1.393770012632375987e+00,-1.396062933704123044e+00,-1.619752547616819305e+00,-4.578842080791600821e-01,2.155539499047331997e-01
-4.919286630233516422e-01,9.519020832775376695e-02,-1.579840414429691586e+00,-1.550764662939124294e+00,-1.875500658105985208e+00,-7.693508561120527833e-01,1.408561197274694754e+00,9.859730619286146691e-01,2.758789516713950896e-01,-1.538558629369066511e+00,-1.596679967036207515e-01,-1.039815913041930440e-01,-1.178877832756614286e+00,1.512879609312589357e+00,-1.777337422598493477e+00,-5.469955409701939830e-01,-4.452146840826282093e-01,6.046910661815054766e-01,-8.156251300957362282e-01,-1.328034820450253006e+00,1.362164308187300943e+00,1.598523810358374986e+00,-1.245104524805417556e+00,3.876965871864368474e-01,1.415932175476402266e+00,1.303423538222864275e-01,-1.741652661137340630e+00,-1.426057982398472035e+00,-1.480401909842215202e+00,-1.746409816597267906e+00,-4.758574517433238338e-01,1.461340829074589953e-01
